synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s74827,kasse,1901-1910,1911-1920,0.008904692375668936,0.08229192711956723
s74827,kasse,1911-1920,1921-1930,0.01765082894088703,0.09497430228499947
s74827,kasse,1921-1930,1931-1940,0.055374351468041004,0.43037071654536446
s74827,kasse,1931-1940,1941-1950,0.015161979502737736,0.14771794167336957
s74827,kasse,1941-1950,1951-1960,0.06196046283209991,0.21127068831029375
s74827,kasse,1951-1960,1961-1970,0.031903109062476516,0.0723543105520596
s74827,kasse,1961-1970,1971-1980,0.04673708047401626,0.07747670942820356
s74827,kasse,1971-1980,1981-1990,0.0067832411860639175,0.3006559978346814
s74827,kasse,1981-1990,1991-2000,0.01215858933687233,0.249808503244195
s74827,kasse,1991-2000,2001-2010,0.04556194995203555,0.39296895871759846
