,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.184,0.153,0.194,0.015,0.517,0.042,0.479,0.072,0.165,0.119,0.106
1911-1920,0.184,0.0,0.364,0.599,0.323,0.533,0.289,0.412,0.606,0.498,0.639,0.809
1921-1930,0.153,0.364,0.0,0.878,0.28,0.164,0.071,0.433,0.442,0.119,0.571,0.211
1931-1940,0.194,0.599,0.878,0.0,0.447,0.604,0.074,0.707,0.611,0.522,0.146,0.079
1941-1950,0.015,0.323,0.28,0.447,0.0,0.197,0.05,0.117,0.719,0.193,0.291,0.144
1951-1960,0.517,0.533,0.164,0.604,0.197,0.0,0.221,0.759,0.418,0.262,0.673,0.923
1961-1970,0.042,0.289,0.071,0.074,0.05,0.221,0.0,0.195,0.117,0.595,0.103,0.897
1971-1980,0.479,0.412,0.433,0.707,0.117,0.759,0.195,0.0,0.606,0.471,0.62,0.656
1981-1990,0.072,0.606,0.442,0.611,0.719,0.418,0.117,0.606,0.0,0.579,0.656,0.602
1991-2000,0.165,0.498,0.119,0.522,0.193,0.262,0.595,0.471,0.579,0.0,0.498,0.851
2001-2010,0.119,0.639,0.571,0.146,0.291,0.673,0.103,0.62,0.656,0.498,0.0,0.502
2011-2018,0.106,0.809,0.211,0.079,0.144,0.923,0.897,0.656,0.602,0.851,0.502,0.0
