,1901-1910,1911-1920,1961-1970,1971-1980,1981-1990,1991-2000
1901-1910,0.0,11.86277741841076,13.351987493372137,15.499035359764797,16.925304225484822,20.86174504644509
1911-1920,11.86277741841076,0.0,12.468636746974575,17.14996738898324,18.130233098985677,20.250393059947086
1961-1970,13.351987493372137,12.468636746974575,0.0,18.035846881303662,19.513565938773592,21.506677731513328
1971-1980,15.499035359764797,17.14996738898324,18.035846881303662,0.0,20.492776684113053,24.593781762025184
1981-1990,16.925304225484822,18.130233098985677,19.513565938773592,20.492776684113053,0.0,22.54961073579772
1991-2000,20.86174504644509,20.250393059947086,21.506677731513328,24.593781762025184,22.54961073579772,0.0
