timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,1971-1980,6,274.4679436040733,0.002
1911-1920,1921-1930,1,385.19178434926505,0.003
1911-1920,1981-1990,7,276.7459397789342,0.003
1971-1980,2001-2010,3,180.21522855801987,0.007
1981-1990,2011-2018,3,182.0891087075332,0.007
1921-1930,2001-2010,8,321.0165148600317,0.009
1911-1920,1991-2000,8,234.93809114995915,0.01
1901-1910,2001-2010,10,233.53375541639215,0.012
1981-1990,2001-2010,2,170.33167719565358,0.012
1911-1920,1931-1940,2,301.31638270494324,0.013
1961-1970,1981-1990,2,181.2165038402871,0.014
1901-1910,1911-1920,1,292.1674277945578,0.02
1901-1910,2011-2018,11,225.5467165165145,0.02
1921-1930,2011-2018,9,305.1948701692185,0.028
1921-1930,1961-1970,4,296.8038946493525,0.037
1921-1930,1991-2000,7,293.0744920045079,0.039
1931-1940,2001-2010,7,228.2871343879297,0.04
1971-1980,1981-1990,1,167.8193082656341,0.041
1971-1980,2011-2018,4,167.94224221195492,0.041
1901-1910,1981-1990,8,208.83840798636513,0.047
