,1901-1910,1911-1920,1921-1930,1931-1940,1971-1980,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.062,1.0,0.22,0.774,0.806,1.0,0.273
1911-1920,0.062,0.0,0.827,0.003,0.272,0.371,0.332,0.206
1921-1930,1.0,0.827,0.0,1.0,1.0,1.0,1.0,0.51
1931-1940,0.22,0.003,1.0,0.0,0.679,1.0,0.344,0.29
1971-1980,0.774,0.272,1.0,0.679,0.0,1.0,0.323,0.488
1991-2000,0.806,0.371,1.0,1.0,1.0,0.0,0.687,0.485
2001-2010,1.0,0.332,1.0,0.344,0.323,0.687,0.0,0.808
2011-2018,0.273,0.206,0.51,0.29,0.488,0.485,0.808,0.0
