,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.519,0.139,0.211,0.559,0.52,0.669,0.74,0.283,0.81,0.781,0.334
1911-1920,0.519,0.0,0.13,0.143,0.149,0.415,0.697,0.701,0.45,0.248,0.708,0.402
1921-1930,0.139,0.13,0.0,0.655,0.007,0.119,0.388,0.275,0.128,0.137,0.31,0.146
1931-1940,0.211,0.143,0.655,0.0,0.025,0.105,0.492,0.421,0.272,0.169,0.455,0.291
1941-1950,0.559,0.149,0.007,0.025,0.0,0.882,0.548,0.352,0.176,0.704,0.498,0.195
1951-1960,0.52,0.415,0.119,0.105,0.882,0.0,0.466,0.351,0.209,0.636,0.342,0.278
1961-1970,0.669,0.697,0.388,0.492,0.548,0.466,0.0,0.866,0.934,0.555,0.747,0.996
1971-1980,0.74,0.701,0.275,0.421,0.352,0.351,0.866,0.0,0.854,0.496,0.97,0.976
1981-1990,0.283,0.45,0.128,0.272,0.176,0.209,0.934,0.854,0.0,0.229,0.719,0.98
1991-2000,0.81,0.248,0.137,0.169,0.704,0.636,0.555,0.496,0.229,0.0,0.809,0.345
2001-2010,0.781,0.708,0.31,0.455,0.498,0.342,0.747,0.97,0.719,0.809,0.0,0.973
2011-2018,0.334,0.402,0.146,0.291,0.195,0.278,0.996,0.976,0.98,0.345,0.973,0.0
