synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s6029,klappe,1901-1910,1911-1920,0.008882096702534103,0.14269256462291502
s6029,klappe,1911-1920,1921-1930,0.013109353532141989,0.3824694438412065
s6029,klappe,1921-1930,1931-1940,0.00942067383801193,0.059953216992596474
s6029,klappe,1931-1940,1941-1950,0.01393451296512136,0.12700208551656936
s6029,klappe,1941-1950,1951-1960,0.00816261526269816,0.335384309621429
s6029,klappe,1951-1960,1961-1970,0.030241474826922684,0.9763494918898488
s6029,klappe,1961-1970,1971-1980,0.011042201279846347,0.1143908301244149
s6029,klappe,1971-1980,1981-1990,0.0172890582466829,0.1970559086972277
s6029,klappe,1981-1990,1991-2000,0.014552505960756447,0.31922815446268543
s6029,klappe,1991-2000,2001-2010,0.0195360190808171,0.26692554013598413
