timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1931-1940,3,4.135145795983623,0.0
1901-1910,1941-1950,4,4.337410498690235,0.0
1901-1910,1951-1960,5,4.456592812317592,0.0
1901-1910,1961-1970,6,3.828133823047844,0.0
1901-1910,1981-1990,8,4.2734069611906,0.0
1901-1910,1971-1980,7,4.109564877500609,0.0
1901-1910,1991-2000,9,4.1889718828873725,0.0
1901-1910,2001-2010,10,4.140642696431121,0.0
1911-1920,1951-1960,4,4.496262677138628,0.0
1901-1910,2011-2018,11,4.297133740697009,0.0
1911-1920,1931-1940,2,4.269785136923165,0.0
1911-1920,1941-1950,3,4.272660077527714,0.0
1911-1920,1971-1980,6,3.9719736102911414,0.0
1911-1920,1961-1970,5,3.992231109473837,0.0
1911-1920,1981-1990,7,4.234677156396172,0.0
1911-1920,1991-2000,8,3.884687645921287,0.0
1921-1930,1981-1990,6,3.9628074371789794,0.0
1911-1920,2001-2010,9,3.9924325698108194,0.0
1911-1920,2011-2018,10,4.231750724105735,0.0
1921-1930,1931-1940,1,3.9115039357801646,0.0
1921-1930,1941-1950,2,3.9989955194824924,0.0
1921-1930,1951-1960,3,4.145161843935145,0.0
1921-1930,1961-1970,4,3.7074867756860312,0.0
1921-1930,1971-1980,5,3.75720232291602,0.0
1931-1940,1941-1950,1,2.4841169569577213,0.0
1921-1930,1991-2000,7,3.484262125398733,0.0
1921-1930,2001-2010,8,3.557466103937004,0.0
1921-1930,2011-2018,9,3.9122679425650904,0.0
1931-1940,1961-1970,3,3.264683724279483,0.0
1931-1940,1951-1960,2,3.144533370505276,0.0
1931-1940,1971-1980,4,2.961828486529058,0.0
1931-1940,1981-1990,5,3.11777357209235,0.0
2001-2010,2011-2018,1,2.9490598674299076,0.0
1931-1940,1991-2000,6,3.9039385338587747,0.0
1931-1940,2001-2010,7,3.924778252535432,0.0
1931-1940,2011-2018,8,3.3114952117484004,0.0
1941-1950,1961-1970,2,3.0859830108092505,0.0
1941-1950,1971-1980,3,2.7924546041101825,0.0
1941-1950,2001-2010,6,3.92749263234587,0.0
1941-1950,1991-2000,5,3.817553394337699,0.0
1951-1960,2001-2010,5,4.110735654992667,0.0
1951-1960,1991-2000,4,4.024607546025609,0.0
1941-1950,2011-2018,7,3.169631506545721,0.0
1951-1960,1981-1990,3,2.971992119856276,0.0
1961-1970,2011-2018,5,3.057923208657079,0.0
1961-1970,2001-2010,4,3.294258169381078,0.0
1961-1970,1991-2000,3,3.2681476283650435,0.0
1951-1960,2011-2018,6,3.3117079658604034,0.0
1971-1980,2001-2010,3,3.5965498101816817,0.0
1991-2000,2011-2018,2,3.031455850539002,0.0
1981-1990,2001-2010,2,3.17061253461273,0.0
1971-1980,2011-2018,4,2.9207852796728027,0.0
1981-1990,1991-2000,1,3.253171544605891,0.0
1971-1980,1991-2000,2,3.6171707088430574,0.0
1941-1950,1951-1960,1,2.7767936328417524,0.001
1941-1950,1981-1990,4,2.8663510884839734,0.001
1961-1970,1971-1980,1,2.810069775414317,0.003
1971-1980,1981-1990,1,2.7727533362383268,0.004
1951-1960,1961-1970,1,2.8276052385645984,0.004
1981-1990,2011-2018,3,2.667014437287578,0.01
1901-1910,1921-1930,2,3.2299905698876343,0.015
1951-1960,1971-1980,2,2.6085344790657263,0.029
