timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,2011-2018,11,8.942049558369446,0.0
1901-1910,2001-2010,10,7.301385710917838,0.005
1951-1960,1991-2000,4,13.500957325196708,0.006
1901-1910,1911-1920,1,9.400441040847175,0.008
1931-1940,2011-2018,8,9.591089399502723,0.009
2001-2010,2011-2018,1,7.858364534833385,0.01
1921-1930,1991-2000,7,13.237893199523137,0.012
1901-1910,1951-1960,5,9.51021567642042,0.033
1901-1910,1991-2000,9,11.48368638473544,0.035
1951-1960,2011-2018,6,9.543296556235859,0.043
1911-1920,2011-2018,10,9.362677078755597,0.048
1921-1930,2001-2010,8,9.590613738963643,0.049
