synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s7930,pflaster,1901-1910,1911-1920,0.05261914558697511,0.8432597398949773
s7930,pflaster,1911-1920,1921-1930,0.04165448274105052,0.21271931739796154
s7930,pflaster,1921-1930,1931-1940,0.09106710877983062,1.0148888804705005
s7930,pflaster,1931-1940,1941-1950,0.022321630340711295,0.42558261817134924
s7930,pflaster,1941-1950,1951-1960,0.09726060216292534,0.1671499342848061
s7930,pflaster,1951-1960,1961-1970,0.0349543611565657,0.1717368314443248
s7930,pflaster,1961-1970,1971-1980,0.023607209253365874,0.47160717662090934
s7930,pflaster,1971-1980,1981-1990,0.07080967775545317,1.0947659545157271
s7930,pflaster,1981-1990,1991-2000,0.04365601901695634,0.12654975859163484
s7930,pflaster,1991-2000,2001-2010,0.0656623520417199,0.18709775316364752
