,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,9.400441040847175,8.815858980678845,7.3121792515816955,12.78966039162018,9.51021567642042,8.289428917905273,8.48196566419599,8.563598938146743,11.48368638473544,7.301385710917838,8.942049558369446
1911-1920,9.400441040847175,0.0,11.283036750958257,10.28938194184984,13.529856711099923,10.41911257564641,9.392624931183107,9.241357099518355,10.176213763340096,11.695551175595774,8.706356900589899,9.362677078755597
1921-1930,8.815858980678845,11.283036750958257,0.0,9.620979234104503,14.801736353343639,10.530500413195323,9.327343788452533,10.428054112809827,10.509856071928368,13.237893199523137,9.590613738963643,10.11358966476458
1931-1940,7.3121792515816955,10.28938194184984,9.620979234104503,0.0,13.285156460633099,10.232920777707205,8.461853375539384,9.506404344502553,9.571930379882124,12.030074811839206,8.14962448029933,9.591089399502723
1941-1950,12.78966039162018,13.529856711099923,14.801736353343639,13.285156460633099,0.0,13.663444231852639,13.472581585703836,12.770787233583334,14.274550790442843,15.584112403148803,11.742411430979091,13.178762940857226
1951-1960,9.51021567642042,10.41911257564641,10.530500413195323,10.232920777707205,13.663444231852639,0.0,9.706919364671839,10.013565211520726,10.62548464281973,13.500957325196708,8.915986772472598,9.543296556235859
1961-1970,8.289428917905273,9.392624931183107,9.327343788452533,8.461853375539384,13.472581585703836,9.706919364671839,0.0,8.47383722545556,9.191060547504593,11.447063986417804,8.004567215375348,8.293243967370437
1971-1980,8.48196566419599,9.241357099518355,10.428054112809827,9.506404344502553,12.770787233583334,10.013565211520726,8.47383722545556,0.0,9.367361021906689,11.272054486338389,7.226478520638948,8.772875219876742
1981-1990,8.563598938146743,10.176213763340096,10.509856071928368,9.571930379882124,14.274550790442843,10.62548464281973,9.191060547504593,9.367361021906689,0.0,12.181923798273074,9.00398513864519,9.612508738645776
1991-2000,11.48368638473544,11.695551175595774,13.237893199523137,12.030074811839206,15.584112403148803,13.500957325196708,11.447063986417804,11.272054486338389,12.181923798273074,0.0,10.447888844274654,10.862879670136369
2001-2010,7.301385710917838,8.706356900589899,9.590613738963643,8.14962448029933,11.742411430979091,8.915986772472598,8.004567215375348,7.226478520638948,9.00398513864519,10.447888844274654,0.0,7.858364534833385
2011-2018,8.942049558369446,9.362677078755597,10.11358966476458,9.591089399502723,13.178762940857226,9.543296556235859,8.293243967370437,8.772875219876742,9.612508738645776,10.862879670136369,7.858364534833385,0.0
