,1911-1920,1931-1940,1941-1950,1971-1980
1911-1920,0.0,123.0309117207094,134.3150681625842,170.9110821897209
1931-1940,123.0309117207094,0.0,49.3510513167098,118.92332419260723
1941-1950,134.3150681625842,49.3510513167098,0.0,111.3734098091254
1971-1980,170.9110821897209,118.92332419260723,111.3734098091254,0.0
