,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1991-2000,2001-2010,2011-2018
1921-1930,0.0,0.8,0.502,0.464,0.3,0.549,0.549,0.613,0.438
1931-1940,0.8,0.0,0.161,0.081,0.203,0.233,0.293,0.795,0.153
1941-1950,0.502,0.161,0.0,0.446,0.429,0.374,0.132,0.061,0.406
1951-1960,0.464,0.081,0.446,0.0,0.659,0.307,0.15,0.171,0.86
1961-1970,0.3,0.203,0.429,0.659,0.0,0.833,0.223,0.294,0.474
1971-1980,0.549,0.233,0.374,0.307,0.833,0.0,0.206,0.388,0.354
1991-2000,0.549,0.293,0.132,0.15,0.223,0.206,0.0,0.838,0.575
2001-2010,0.613,0.795,0.061,0.171,0.294,0.388,0.838,0.0,0.354
2011-2018,0.438,0.153,0.406,0.86,0.474,0.354,0.575,0.354,0.0
