significant_drift,mean_std_drift,median_std_drift,mean_iqr_drift,median_iqr_drift,mean_kde_peak,median_kde_peak,synset_count
False,329.84020785204547,329.8290110994956,510.12708896098707,510.0864637096169,0.003033479121333372,0.0030336602520612847,15
True,329.9625335942252,330.0159715039177,510.4131197584661,510.53847784707875,0.003031619034961007,0.0030308080788327683,64
