lexeme,synset,std_drift,iqr_drift,kde_peak,num_dimensions,any_significant
stammbuch,s10937,330.01986020123616,510.56570733712545,0.0030307457223413873,2048,True
stammbuch,s10971,329.8984325261053,510.2906933998403,0.0030325741671768784,2048,False
schnabel,s25993,330.10586981108634,510.7652560719153,0.0030294180508611277,2048,True
schnabel,s26449,330.0328675574335,510.5924044289538,0.003030538923857644,2048,True
atmosphäre,s42158,330.01954833174864,510.5486072502807,0.0030307521852917466,2048,True
atmosphäre,s14251,330.07971743765484,510.6942045142123,0.0030298076376366672,2048,True
atmosphäre,s33676,329.61922311300054,509.53277068217176,0.0030368483377407195,2048,True
atmosphäre,s42868,330.04485040428875,510.6223306468528,0.003030347292535285,2048,True
diarium,s29492,330.04516825662284,510.62041774421823,0.0030303327120951204,2048,False
diarium,s10919,329.9629955341184,510.4207456148327,0.003031622929897486,2048,True
kasse,s74827,330.0123946760867,510.52834844387684,0.00303086397237379,2048,True
kasse,s74907,329.95292875230007,510.38624184327625,0.003031792763925593,2048,True
kasse,s6521,329.8290110994956,510.0864637096169,0.0030336602520612847,2048,False
kasse,s25445,329.98751618034356,510.4658147455901,0.0030312548733539366,2048,True
kasse,s25245,329.7733133798772,509.9559961622595,0.0030345055450676553,2048,False
kasse,s22803,329.89161197889206,510.2356751039845,0.003032737040554473,2048,True
universität,s9426,329.8001475670835,510.02414516904184,0.003034121461756933,2048,True
universität,s24528,330.12074214279016,510.8050097647443,0.0030292032499853634,2048,True
universität,s75975,329.7090609718671,509.7696576550422,0.0030354863553945246,2048,False
blatt,s33132,329.6016078595321,509.510940319051,0.0030371094100364823,2048,False
blatt,s25671,329.7974517038589,510.05091624658525,0.0030341210433725927,2048,False
blatt,s10649,330.1269869443755,510.8152614178223,0.003029111368485047,2048,True
blatt,s85055,329.8350737731246,510.1113732682658,0.0030335822704131306,2048,False
blatt,s46736,330.05324089843026,510.63124959606813,0.003030216037232077,2048,True
blatt,s11270,330.06537810038884,510.6570906811508,0.0030300242583261253,2048,True
block,s15791,329.852245284445,510.1504916181548,0.003033342290525017,2048,True
block,s107180,330.0301379115815,510.56774559069663,0.003030585233791023,2048,True
block,s11307,329.7114455074971,509.7883994448554,0.0030354397960484676,2048,False
block,s9544,329.9013103276564,510.2954149885834,0.0030325777408805247,2048,True
block,s33659,329.9722995599268,510.49748746428844,0.0030314417792345867,2048,False
klappe,s110889,329.787759588756,509.9972935718852,0.0030342750605136404,2048,True
klappe,s6029,330.0652748981092,510.6592416683522,0.0030300241109475928,2048,True
klappe,s25993,330.17090342388707,510.92431162243196,0.0030284570965174143,2048,True
pinsel,s8330,330.1236904333965,510.8097494619612,0.003029158994106439,2048,True
pinsel,s37889,329.77476846310134,509.9941306241492,0.003034467107469332,2048,False
maske,s106689,330.0623127995739,510.65210986313843,0.003030072673360852,2048,True
decke,s10206,330.06968037652325,510.6810293479798,0.003029954799737135,2048,True
decke,s73206,329.70207426724784,509.7630826731177,0.0030355739653775957,2048,True
decke,s7419,330.0252573947781,510.55822521627516,0.00303066251003528,2048,True
pflaster,s7930,329.8941254879606,510.233043496402,0.003032704949233299,2048,True
pflaster,s47771,330.1431897500482,510.85468714102996,0.003028871033387049,2048,True
virus,s50968,330.1583824789749,510.8981171236709,0.003028643991933758,2048,True
virus,s64010,329.7758548195897,510.0001895648982,0.003034375246230732,2048,True
kartenspiel,s25671,329.74640401196046,509.8880577487652,0.00303493195941871,2048,True
kartenspiel,s11135,329.9813289846095,510.46707593274516,0.003031348256963809,2048,True
gesichtsmaske,s63143,330.0095881704119,510.55948766758763,0.003030883900066247,2048,False
gesichtsmaske,s63142,329.6955421332043,509.7508012131866,0.0030356714113070815,2048,True
fuß,s33599,329.85208552976167,510.1577720848928,0.0030333216035493896,2048,False
fuß,s6390,329.86375957713227,510.2256402782524,0.003033123491396704,2048,True
fuß,s26149,330.1226589752487,510.79542941974313,0.003029176266583985,2048,True
fuß,s110427,329.69672991570684,509.7458837733323,0.0030356623803631036,2048,True
flügel,s73727,329.75546685492895,509.93071624859505,0.0030347627732078383,2048,True
flügel,s12102,329.7456877023694,509.8471248694571,0.0030349342264971426,2048,True
flügel,s26446,330.0384729208493,510.6009194003784,0.003030452536587073,2048,True
flügel,s11625,329.6595850439094,509.6491296281332,0.0030362017213854523,2048,True
flügel,s73683,329.72991941332674,509.85889302555347,0.00303514973883981,2048,True
flügel,s23151,330.0267875659042,510.56815262862995,0.0030306352129576713,2048,True
flügel,s9697,329.8911964865981,510.2627508774041,0.0030327363913459104,2048,True
kurs,s13438,330.0631749426698,510.65468329093636,0.0030300603258554353,2048,True
kurs,s41951,329.9162889328504,510.3001457858889,0.003032357524568595,2048,True
kurs,s41895,330.0107446819236,510.5231534762991,0.0030308892136659835,2048,True
kurs,s30016,330.05421422582816,510.6392457705465,0.0030302013968283308,2048,True
klima,s14251,329.9908428064492,510.50036911394307,0.0030311964809715576,2048,True
klima,s41205,330.0392712565503,510.6111882070051,0.003030436089617868,2048,True
tor,s10304,330.15381833160575,510.87884822132645,0.0030287124137266213,2048,True
tor,s10313,329.82293320628787,510.07832252495996,0.003033764900238506,2048,False
tor,s33154,329.94190671642775,510.36047555199804,0.0030319638139501555,2048,True
tor,s37889,329.81093990871955,510.0121890191395,0.003033965667733221,2048,True
schimmel,s50922,330.0553225290292,510.63515995441253,0.003030185487673481,2048,True
schimmel,s47572,329.962191227083,510.3971613216102,0.003031652140618436,2048,True
richtung,s27305,330.12783227498926,510.8229121571249,0.0030290968479187034,2048,True
richtung,s51065,329.97087777321155,510.4342760991938,0.003031495977776381,2048,False
richtung,s41895,330.0246660644226,510.5535753573481,0.003030669917074279,2048,True
bank,s69017,329.7432919776227,509.878660413581,0.003034947168801943,2048,True
bank,s9650,329.7616080880544,509.9142882837901,0.0030346949344918768,2048,True
bank,s25245,330.1870154684657,510.9651653486599,0.0030282154156992514,2048,True
bank,s6399,329.9918118909978,510.4854214319886,0.003031187538370043,2048,True
zeitung,s10649,330.120223038419,510.79502955112525,0.0030292117532728594,2048,True
zeitung,s29644,330.03536720877173,510.5858209804534,0.0030305019370787585,2048,True
