,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1911-1920,0.0,1.0,0.326,1.0,1.0,1.0,1.0,0.574,0.22,0.184,0.147
1921-1930,1.0,0.0,0.443,0.663,0.68,1.0,0.315,0.314,0.109,0.213,0.314
1931-1940,0.326,0.443,0.0,0.211,0.057,0.302,0.136,0.084,0.008,0.003,0.012
1941-1950,1.0,0.663,0.211,0.0,0.341,1.0,0.336,0.42,0.232,0.447,0.506
1951-1960,1.0,0.68,0.057,0.341,0.0,0.671,0.649,0.297,0.128,0.173,0.076
1961-1970,1.0,1.0,0.302,1.0,0.671,0.0,0.679,0.555,0.484,0.562,0.352
1971-1980,1.0,0.315,0.136,0.336,0.649,0.679,0.0,0.224,0.11,0.088,0.024
1981-1990,0.574,0.314,0.084,0.42,0.297,0.555,0.224,0.0,0.465,0.006,0.011
1991-2000,0.22,0.109,0.008,0.232,0.128,0.484,0.11,0.465,0.0,0.039,0.013
2001-2010,0.184,0.213,0.003,0.447,0.173,0.562,0.088,0.006,0.039,0.0,0.011
2011-2018,0.147,0.314,0.012,0.506,0.076,0.352,0.024,0.011,0.013,0.011,0.0
