,1901-1910,1941-1950,1951-1960,1961-1970,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,1.0,1.0,1.0,0.319,0.297,0.285,0.444
1941-1950,1.0,0.0,1.0,1.0,0.198,0.13,0.166,0.289
1951-1960,1.0,1.0,0.0,0.342,0.092,0.081,0.015,0.092
1961-1970,1.0,1.0,0.342,0.0,0.036,0.042,0.004,0.073
1981-1990,0.319,0.198,0.092,0.036,0.0,0.601,0.179,0.763
1991-2000,0.297,0.13,0.081,0.042,0.601,0.0,0.193,0.074
2001-2010,0.285,0.166,0.015,0.004,0.179,0.193,0.0,0.001
2011-2018,0.444,0.289,0.092,0.073,0.763,0.074,0.001,0.0
