synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s11270,blatt,1901-1910,1911-1920,0.019011320926774322,0.1236448075530405
s11270,blatt,1911-1920,1921-1930,0.0052143339482212175,0.26425526389082615
s11270,blatt,1921-1930,1931-1940,0.0038512355836892607,0.40821836087709595
s11270,blatt,1931-1940,1941-1950,0.06054566642212771,3.5826696343773263
s11270,blatt,1941-1950,1951-1960,0.01453255879378554,0.15688057185560614
s11270,blatt,1951-1960,1961-1970,0.03193082956370552,0.20669679019819123
s11270,blatt,1961-1970,1971-1980,0.006762399653721946,0.09469836592019872
s11270,blatt,1971-1980,1981-1990,0.00941969339548357,0.12038571710839766
s11270,blatt,1981-1990,1991-2000,0.0030683731631244355,0.308400711970555
s11270,blatt,1991-2000,2001-2010,0.045568502039951234,2.5287777963694773
