,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.575,0.366,0.901,0.868,0.042,0.174,0.159,0.766,0.589,0.529,0.112
1911-1920,0.575,0.0,0.724,0.873,0.096,0.011,0.216,0.356,0.522,0.897,0.713,0.115
1921-1930,0.366,0.724,0.0,0.453,0.265,0.002,0.05,0.146,0.768,0.372,0.751,0.006
1931-1940,0.901,0.873,0.453,0.0,0.277,0.011,0.223,0.181,0.407,0.856,0.698,0.038
1941-1950,0.868,0.096,0.265,0.277,0.0,0.001,0.012,0.002,0.141,0.133,0.195,0.0
1951-1960,0.042,0.011,0.002,0.011,0.001,0.0,0.045,0.004,0.005,0.072,0.047,0.179
1961-1970,0.174,0.216,0.05,0.223,0.012,0.045,0.0,0.161,0.388,0.565,0.871,0.179
1971-1980,0.159,0.356,0.146,0.181,0.002,0.004,0.161,0.0,0.416,0.54,0.573,0.149
1981-1990,0.766,0.522,0.768,0.407,0.141,0.005,0.388,0.416,0.0,0.917,0.965,0.013
1991-2000,0.589,0.897,0.372,0.856,0.133,0.072,0.565,0.54,0.917,0.0,0.914,0.301
2001-2010,0.529,0.713,0.751,0.698,0.195,0.047,0.871,0.573,0.965,0.914,0.0,0.117
2011-2018,0.112,0.115,0.006,0.038,0.0,0.179,0.179,0.149,0.013,0.301,0.117,0.0
