synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s26446,flügel,1901-1910,1911-1920,0.5619641721404552,0.15579825604491848
s26446,flügel,1911-1920,1921-1930,0.19532425927085342,0.03976448304609537
s26446,flügel,1921-1930,1931-1940,0.45039529991716837,0.07974145625991699
s26446,flügel,1931-1940,1941-1950,0.6142649282358127,0.2792656001258629
s26446,flügel,1941-1950,1951-1960,0.9950795301291133,0.2682523479333234
s26446,flügel,1951-1960,1961-1970,0.36582284481105104,0.10151035124664091
s26446,flügel,1961-1970,1971-1980,0.29638226557794023,0.04300593308627404
s26446,flügel,1971-1980,1981-1990,0.15078509573193472,0.05799067589483179
s26446,flügel,1981-1990,1991-2000,0.18990748100506233,0.047368459648523625
s26446,flügel,1991-2000,2001-2010,0.43644372846345125,0.04716448506957945
