,1901-1910,1911-1920,1961-1970,1971-1980,1981-1990,1991-2000
1901-1910,0.0,0.252,0.241,0.391,0.388,0.223
1911-1920,0.252,0.0,0.865,1.0,1.0,0.879
1961-1970,0.241,0.865,0.0,1.0,0.752,0.759
1971-1980,0.391,1.0,1.0,0.0,1.0,1.0
1981-1990,0.388,1.0,0.752,1.0,0.0,1.0
1991-2000,0.223,0.879,0.759,1.0,1.0,0.0
