,1901-1910,1911-1920,1961-1970,1971-1980,1981-1990,1991-2000
1901-1910,0.0,11.70118750454875,13.72550369941668,18.988198704902878,19.01647689917423,21.13275143499485
1911-1920,11.70118750454875,0.0,12.048721853560147,17.12412679948288,17.737916186051237,18.867288595127476
1961-1970,13.72550369941668,12.048721853560147,0.0,17.931987059855928,18.98892489499801,20.701839476777852
1971-1980,18.988198704902878,17.12412679948288,17.931987059855928,0.0,22.714847985091293,23.609665244184484
1981-1990,19.01647689917423,17.737916186051237,18.98892489499801,22.714847985091293,0.0,22.21670217648699
1991-2000,21.13275143499485,18.867288595127476,20.701839476777852,23.609665244184484,22.21670217648699,0.0
