,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.043,0.018,0.0,0.02,0.173,0.022,0.001,0.0,0.0,0.0,0.0
1911-1920,0.043,0.0,0.52,0.043,0.14,0.1,0.128,0.008,0.003,0.0,0.0,0.0
1921-1930,0.018,0.52,0.0,0.01,0.072,0.127,0.253,0.013,0.003,0.002,0.0,0.0
1931-1940,0.0,0.043,0.01,0.0,0.022,0.278,0.253,0.001,0.001,0.0,0.001,0.0
1941-1950,0.02,0.14,0.072,0.022,0.0,0.436,0.066,0.003,0.003,0.059,0.016,0.001
1951-1960,0.173,0.1,0.127,0.278,0.436,0.0,0.317,0.034,0.032,0.352,0.061,0.008
1961-1970,0.022,0.128,0.253,0.253,0.066,0.317,0.0,0.071,0.023,0.12,0.03,0.016
1971-1980,0.001,0.008,0.013,0.001,0.003,0.034,0.071,0.0,0.067,0.023,0.006,0.0
1981-1990,0.0,0.003,0.003,0.001,0.003,0.032,0.023,0.067,0.0,0.002,0.015,0.0
1991-2000,0.0,0.0,0.002,0.0,0.059,0.352,0.12,0.023,0.002,0.0,0.217,0.076
2001-2010,0.0,0.0,0.0,0.001,0.016,0.061,0.03,0.006,0.015,0.217,0.0,0.259
2011-2018,0.0,0.0,0.0,0.0,0.001,0.008,0.016,0.0,0.0,0.076,0.259,0.0
