,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.705,0.499,0.452,0.138,0.086,0.339,0.031,0.471,0.009,0.256,0.565
1911-1920,0.705,0.0,0.877,0.86,0.851,0.58,0.882,0.913,0.726,0.191,0.635,0.832
1921-1930,0.499,0.877,0.0,0.466,0.281,0.079,0.688,0.284,0.698,0.039,0.341,0.65
1931-1940,0.452,0.86,0.466,0.0,0.731,0.007,0.695,0.267,0.453,0.006,0.085,0.247
1941-1950,0.138,0.851,0.281,0.731,0.0,0.001,0.425,0.919,0.305,0.001,0.046,0.16
1951-1960,0.086,0.58,0.079,0.007,0.001,0.0,0.062,0.0,0.073,0.0,0.553,0.204
1961-1970,0.339,0.882,0.688,0.695,0.425,0.062,0.0,0.244,0.452,0.027,0.374,0.505
1971-1980,0.031,0.913,0.284,0.267,0.919,0.0,0.244,0.0,0.112,0.0,0.018,0.044
1981-1990,0.471,0.726,0.698,0.453,0.305,0.073,0.452,0.112,0.0,0.005,0.203,0.601
1991-2000,0.009,0.191,0.039,0.006,0.001,0.0,0.027,0.0,0.005,0.0,0.135,0.015
2001-2010,0.256,0.635,0.341,0.085,0.046,0.553,0.374,0.018,0.203,0.135,0.0,0.542
2011-2018,0.565,0.832,0.65,0.247,0.16,0.204,0.505,0.044,0.601,0.015,0.542,0.0
