,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.272,0.476,0.484,0.435,0.308,0.307,0.126,0.264,0.215,0.259,0.163
1911-1920,0.272,0.0,0.371,0.874,0.659,0.565,0.234,0.107,0.239,0.475,0.25,0.101
1921-1930,0.476,0.371,0.0,0.372,0.297,0.346,0.295,0.144,0.57,0.205,0.134,0.202
1931-1940,0.484,0.874,0.372,0.0,0.216,0.178,0.491,0.032,0.168,0.091,0.074,0.083
1941-1950,0.435,0.659,0.297,0.216,0.0,0.725,0.098,0.284,0.136,0.528,0.546,0.059
1951-1960,0.308,0.565,0.346,0.178,0.725,0.0,0.058,0.484,0.168,0.931,0.491,0.052
1961-1970,0.307,0.234,0.295,0.491,0.098,0.058,0.0,0.017,0.32,0.047,0.045,0.402
1971-1980,0.126,0.107,0.144,0.032,0.284,0.484,0.017,0.0,0.103,0.616,0.423,0.04
1981-1990,0.264,0.239,0.57,0.168,0.136,0.168,0.32,0.103,0.0,0.149,0.16,0.782
1991-2000,0.215,0.475,0.205,0.091,0.528,0.931,0.047,0.616,0.149,0.0,0.885,0.077
2001-2010,0.259,0.25,0.134,0.074,0.546,0.491,0.045,0.423,0.16,0.885,0.0,0.108
2011-2018,0.163,0.101,0.202,0.083,0.059,0.052,0.402,0.04,0.782,0.077,0.108,0.0
