,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018
1901-1910,0.0,0.18,0.485,0.734,0.418,0.975,0.191,0.069,0.55,0.823,0.205
1911-1920,0.18,0.0,0.479,0.202,0.672,0.24,0.465,0.226,0.048,0.43,0.01
1921-1930,0.485,0.479,0.0,0.643,0.558,0.465,0.644,0.448,0.125,0.939,0.061
1931-1940,0.734,0.202,0.643,0.0,0.348,0.912,0.304,0.21,0.423,0.932,0.238
1941-1950,0.418,0.672,0.558,0.348,0.0,0.398,0.862,0.262,0.089,0.766,0.008
1951-1960,0.975,0.24,0.465,0.912,0.398,0.0,0.282,0.176,0.583,0.646,0.508
1961-1970,0.191,0.465,0.644,0.304,0.862,0.282,0.0,0.33,0.058,0.626,0.015
1971-1980,0.069,0.226,0.448,0.21,0.262,0.176,0.33,0.0,0.019,0.52,0.029
1981-1990,0.55,0.048,0.125,0.423,0.089,0.583,0.058,0.019,0.0,0.311,0.764
2001-2010,0.823,0.43,0.939,0.932,0.766,0.646,0.626,0.52,0.311,0.0,0.408
2011-2018,0.205,0.01,0.061,0.238,0.008,0.508,0.015,0.029,0.764,0.408,0.0
