synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s74907,kasse,1901-1910,1911-1920,0.05414095073439349,0.069368848306255
s74907,kasse,1911-1920,1921-1930,0.0879796817897924,0.13328674270511318
s74907,kasse,1921-1930,1931-1940,0.034881943379297405,0.07608402673908826
s74907,kasse,1931-1940,1941-1950,0.15132218559921604,0.38583900674018207
s74907,kasse,1941-1950,1951-1960,0.05633097572999744,0.13341045953036523
s74907,kasse,1951-1960,1961-1970,0.05495866278406139,0.1489283777160235
s74907,kasse,1961-1970,1971-1980,0.19805592849959278,0.2022320378687258
s74907,kasse,1971-1980,1981-1990,0.17655975684123204,0.04567863595483325
s74907,kasse,1981-1990,2001-2010,0.18460778888512158,0.02845335422863628
