,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.732,0.18,0.124,0.803,0.132,0.317,0.109,0.131,0.198,0.102,0.027
1911-1920,0.732,0.0,0.816,0.915,0.963,0.786,0.632,0.755,0.74,0.913,0.542,0.911
1921-1930,0.18,0.816,0.0,0.824,0.479,0.273,0.165,0.187,0.13,0.192,0.05,0.704
1931-1940,0.124,0.915,0.824,0.0,0.82,0.095,0.086,0.089,0.068,0.077,0.013,0.261
1941-1950,0.803,0.963,0.479,0.82,0.0,0.355,0.494,0.314,0.451,0.53,0.264,0.499
1951-1960,0.132,0.786,0.273,0.095,0.355,0.0,0.593,0.967,0.775,0.582,0.14,0.18
1961-1970,0.317,0.632,0.165,0.086,0.494,0.593,0.0,0.459,0.494,0.286,0.167,0.138
1971-1980,0.109,0.755,0.187,0.089,0.314,0.967,0.459,0.0,0.905,0.377,0.148,0.188
1981-1990,0.131,0.74,0.13,0.068,0.451,0.775,0.494,0.905,0.0,0.825,0.428,0.149
1991-2000,0.198,0.913,0.192,0.077,0.53,0.582,0.286,0.377,0.825,0.0,0.368,0.168
2001-2010,0.102,0.542,0.05,0.013,0.264,0.14,0.167,0.148,0.428,0.368,0.0,0.016
2011-2018,0.027,0.911,0.704,0.261,0.499,0.18,0.138,0.188,0.149,0.168,0.016,0.0
