timespan_1,timespan_2,distance,drift_magnitude,p_value
1931-1940,2001-2010,7,22.484412162814234,0.013
2001-2010,2011-2018,1,22.9368858222397,0.016
1901-1910,2011-2018,11,19.073826708559768,0.027
