lexeme,synset,has_consecutive_test,consecutive_pvalue,consecutive_significant,has_pairwise_test,num_significant_pairs,max_drift_magnitude,min_pvalue,num_drift_events,max_impact_duration,total_timespans,drift_event_types,affected_timespans,result_path,num_dimensions,any_significant
kurs,s30016,True,0.753,False,True,6,5.152488409679066,0.016,6,10,5,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/gbert-large/lexemes/kurs/s30016,1024.0,True
klima,s14251,True,0.074,False,True,8,7.967947853284962,0.0,2,3,7,consecutive,"1961-1970,1971-1980,1991-2000,2001-2010",results/gbert-large/lexemes/klima/s14251,1024.0,True
klima,s41205,True,0.679,False,True,15,8.410223005951387,0.001,15,11,11,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-large/lexemes/klima/s41205,1024.0,True
tor,s10304,True,0.529,False,True,10,4.851544523132577,0.007,10,11,9,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-large/lexemes/tor/s10304,1024.0,True
tor,s10313,True,0.043,True,True,1,12.503159177523846,0.012,1,5,2,sudden_shift,"1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-large/lexemes/tor/s10313,1024.0,True
tor,s33154,True,0.765,False,True,3,11.50106343292134,0.01,3,8,6,sudden_shift,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-large/lexemes/tor/s33154,1024.0,True
tor,s37889,True,0.247,False,True,4,11.592688491163791,0.028,2,3,6,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,2001-2010,2011-2018",results/gbert-large/lexemes/tor/s37889,1024.0,True
schimmel,s50922,True,0.374,False,True,5,10.579793152455906,0.013,5,6,7,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/gbert-large/lexemes/schimmel/s50922,1024.0,True
schimmel,s47572,True,0.3,False,True,8,10.65058317115954,0.003,8,11,7,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-large/lexemes/schimmel/s47572,1024.0,True
richtung,s27305,True,0.708,False,True,3,7.161952192900222,0.013,3,6,4,sudden_shift,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010",results/gbert-large/lexemes/richtung/s27305,1024.0,True
richtung,s41895,True,0.007,True,True,14,12.139794193131133,0.002,14,10,11,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018",results/gbert-large/lexemes/richtung/s41895,1024.0,True
bank,s69017,True,0.35,False,True,1,15.521427561908975,0.003,1,2,2,sudden_shift,"1921-1930,1931-1940",results/gbert-large/lexemes/bank/s69017,1024.0,True
bank,s9650,True,0.108,False,True,2,13.800651635926004,0.039,2,3,4,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950",results/gbert-large/lexemes/bank/s9650,1024.0,True
bank,s25245,True,0.005,True,True,42,4.246092243567695,0.0,6,4,20,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-large/lexemes/bank/s25245,1024.0,True
bank,s6399,True,0.472,False,True,3,10.145464376691248,0.025,3,7,4,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980",results/gbert-large/lexemes/bank/s6399,1024.0,True
zeitung,s10649,True,0.122,False,True,10,5.127956186278389,0.006,2,2,10,"consecutive,sudden_shift","1921-1930,1931-1940,1951-1960,1961-1970",results/gbert-large/lexemes/zeitung/s10649,1024.0,True
zeitung,s29644,True,0.022,True,True,25,8.165015662767233,0.0,8,7,17,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-large/lexemes/zeitung/s29644,1024.0,True
