lexeme,synset,std_drift,iqr_drift,kde_peak,num_dimensions,any_significant
stammbuch,s10937,330.04653272846355,510.6495509630961,0.0030302951159295708,2048,True
stammbuch,s10971,329.9703901088447,510.4645721878991,0.003031470423860808,2048,False
schnabel,s25993,330.13763890054275,510.8682550683173,0.0030289356285059634,2048,True
schnabel,s26449,330.0555685368012,510.6663972246027,0.003030159323558688,2048,True
atmosphäre,s42158,330.06381443597775,510.6877161822883,0.0030300160008426805,2048,True
atmosphäre,s14251,330.121052415494,510.8192445148334,0.003029193480277897,2048,False
atmosphäre,s33676,329.661903515723,509.76348836994674,0.0030357456329895946,2048,True
atmosphäre,s42868,330.1025150465707,510.7727526425128,0.0030294587087241888,2048,True
diarium,s29492,330.0668722373931,510.6981779059434,0.00302996884912938,2048,True
diarium,s10919,330.03878568611685,510.62911210222666,0.0030304146605604474,2048,True
kasse,s74827,330.0665634662732,510.68799012024095,0.003029990933069454,2048,True
kasse,s74907,330.0153371960871,510.5628749330547,0.0030308003416770436,2048,True
kasse,s6521,329.9290946968159,510.4280082166691,0.0030317236750048225,2048,True
kasse,s25445,330.04879876551,510.6401939399868,0.0030302548551671437,2048,True
kasse,s25245,329.849205787465,510.1746200699732,0.003033345380784675,2048,False
kasse,s22803,329.95405658806567,510.437615890923,0.003031703041891009,2048,False
universität,s9426,329.889764567779,510.29000980288845,0.0030326288451399245,2048,True
universität,s24528,330.16134236674867,510.9118233191261,0.003028589495401396,2048,True
universität,s75975,329.7899150006509,510.0206882740133,0.0030342017566614,2048,False
blatt,s33132,329.67705807281817,509.76963790238835,0.0030358117919898997,2048,False
blatt,s25671,329.9037447547781,510.29609564675656,0.003032526564522956,2048,False
blatt,s10649,330.16354113825514,510.92564689895795,0.003028556820390226,2048,True
blatt,s85055,329.9013977709569,510.2989062573266,0.003032520939081323,2048,False
blatt,s46736,330.08686224545534,510.7492202576652,0.0030296805212846364,2048,True
blatt,s11270,330.10418835241137,510.76995898019817,0.00302944190936718,2048,True
block,s15791,329.91605803938114,510.3247839303065,0.003032341406191107,2048,True
block,s107180,330.08254013512544,510.7257537293355,0.0030297464567377074,2048,True
block,s11307,329.78302476922204,510.0015380781565,0.0030342866828376677,2048,False
block,s9544,329.9801886603512,510.49840237840397,0.0030313480904656234,2048,True
block,s33659,329.9999780974434,510.6040811761063,0.0030309715121173866,2048,False
klappe,s110889,329.80651858988796,510.0839398752089,0.0030339398368348005,2048,False
klappe,s6029,330.1178991913757,510.8074206606145,0.003029230469738314,2048,False
klappe,s25993,330.1888219115111,510.9792332420579,0.0030281828711727172,2048,True
pinsel,s8330,330.1564384734796,510.9036030357126,0.0030286579482725145,2048,True
pinsel,s37889,329.8266845850696,510.1095671299258,0.00303367979916917,2048,True
maske,s106689,330.1071819358264,510.78268030127236,0.0030293679388591318,2048,True
decke,s10206,330.10482620268726,510.7781333814121,0.003029427023665398,2048,True
decke,s73206,329.8067844974298,510.0597048280732,0.003033989331042602,2048,False
decke,s7419,330.07207457887483,510.69776659985075,0.0030298946654092316,2048,True
pflaster,s7930,329.9411116237042,510.401497018186,0.0030318649932967972,2048,True
pflaster,s47771,330.1690992452431,510.93470628652676,0.0030284759595544373,2048,True
virus,s50968,330.1892745123895,510.9842082449481,0.003028177252540403,2048,True
virus,s64010,329.8539978358817,510.25336949602405,0.003032992026886722,2048,True
kartenspiel,s25671,329.81342063750463,510.0699839380512,0.0030338695943903926,2048,True
kartenspiel,s11135,330.0438264568823,510.64214866760767,0.0030302726614393027,2048,True
gesichtsmaske,s63143,330.0359606157217,510.64331628951805,0.003030454062507503,2048,False
gesichtsmaske,s63142,329.8008623224843,510.08312629448363,0.0030339382829715697,2048,True
fuß,s33599,329.87965156078974,510.2594602575596,0.0030328716328346162,2048,False
fuß,s6390,330.006075255119,510.60529798377394,0.003030622841727679,2048,False
fuß,s26149,330.1499281421993,510.89219738422,0.0030287630758245327,2048,True
fuß,s110427,329.7882588934018,510.030473617014,0.003034256551311097,2048,True
flügel,s73727,329.8329523204735,510.15978545634135,0.003033557495832288,2048,False
flügel,s12102,329.84307956400085,510.1791126497323,0.003033327852647999,2048,True
flügel,s26446,330.0866362775252,510.73627861971835,0.0030296961778601725,2048,True
flügel,s11625,329.77466812778056,510.0143496515684,0.0030340596827601925,2048,True
flügel,s73683,329.77914919882124,510.00860114136697,0.0030343115076818016,2048,True
flügel,s23151,330.063503429166,510.6874359655979,0.003030038943989639,2048,True
flügel,s9697,329.94022558080286,510.4166686781524,0.003031948931775133,2048,True
kurs,s13438,330.10561796787,510.78025446593574,0.003029401070992727,2048,True
kurs,s41951,329.997222387843,510.526154279516,0.003031063748557509,2048,True
kurs,s41895,330.0730516385364,510.69984479684734,0.003029890525418065,2048,True
kurs,s30016,330.11137224038004,510.79356199256904,0.0030293334110148696,2048,True
klima,s14251,330.0286761842228,510.6300647137011,0.0030305824856661397,2048,True
klima,s41205,330.09161851234273,510.7494705228671,0.003029608828122536,2048,True
tor,s10304,330.18645633643735,510.97380986363436,0.003028220394576272,2048,True
tor,s10313,329.92075972651685,510.38226407980574,0.0030319598999829335,2048,True
tor,s33154,330.01476556305414,510.57142352149526,0.0030307902498412868,2048,True
tor,s37889,329.9016721755162,510.28448468711383,0.0030325478037043353,2048,True
schimmel,s50922,330.1038018788768,510.78249715315906,0.0030294168376276084,2048,True
schimmel,s47572,330.00550182379595,510.5445745417526,0.003030941615365879,2048,True
richtung,s27305,330.16354804237005,510.91836114847393,0.00302856123733201,2048,True
richtung,s51065,330.0274727942357,510.60308302036134,0.003030597581924432,2048,False
richtung,s41895,330.0760245731009,510.7234791325571,0.0030298141298899695,2048,True
bank,s69017,329.81183592553936,510.09590907089716,0.003033875394410929,2048,True
bank,s9650,329.887125675641,510.28162860289973,0.003032633507053513,2048,True
bank,s25245,330.21212595308765,511.03716426803715,0.003027831928349377,2048,True
bank,s6399,330.0348250602977,510.60096565321976,0.003030495928297212,2048,True
zeitung,s10649,330.16013793248163,510.9130678224425,0.003028612751886298,2048,True
zeitung,s29644,330.08464331905617,510.7278473906391,0.003029730077440314,2048,True
