significant_drift,mean_std_drift,median_std_drift,mean_iqr_drift,median_iqr_drift,mean_kde_peak,median_kde_peak,synset_count
False,329.91461878837623,329.90257126286747,510.3393893538793,510.29750095204156,0.0030322941570259587,0.0030325237518021393,18
True,330.0210125109834,330.063503429166,510.58773911502885,510.6874359655979,0.0030306657842154904,0.003030038943989639,61
