,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018
1901-1910,0.0,0.16,0.049,0.207,0.042,0.116,0.108,0.167,0.366,0.085,0.113
1911-1920,0.16,0.0,0.439,0.903,0.851,0.232,0.219,0.283,0.37,0.138,0.195
1921-1930,0.049,0.439,0.0,0.844,0.091,0.234,0.274,0.274,0.233,0.204,0.805
1931-1940,0.207,0.903,0.844,0.0,0.333,0.43,0.771,0.514,0.768,0.603,0.922
1941-1950,0.042,0.851,0.091,0.333,0.0,0.129,0.225,0.359,0.544,0.133,0.167
1951-1960,0.116,0.232,0.234,0.43,0.129,0.0,0.354,0.37,0.956,0.358,0.999
1961-1970,0.108,0.219,0.274,0.771,0.225,0.354,0.0,0.309,0.846,0.414,0.064
1971-1980,0.167,0.283,0.274,0.514,0.359,0.37,0.309,0.0,0.566,0.247,0.165
1981-1990,0.366,0.37,0.233,0.768,0.544,0.956,0.846,0.566,0.0,0.867,0.086
2001-2010,0.085,0.138,0.204,0.603,0.133,0.358,0.414,0.247,0.867,0.0,0.061
2011-2018,0.113,0.195,0.805,0.922,0.167,0.999,0.064,0.165,0.086,0.061,0.0
