,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.433,0.354,0.432,0.29,0.116,0.205,0.246,0.0,0.005,0.578,0.0
1911-1920,0.433,0.0,0.68,0.981,0.656,0.775,0.897,0.483,0.216,0.101,0.792,0.218
1921-1930,0.354,0.68,0.0,0.846,0.663,0.633,0.165,0.4,0.021,0.066,0.208,0.028
1931-1940,0.432,0.981,0.846,0.0,0.826,0.909,0.519,0.327,0.026,0.072,0.606,0.042
1941-1950,0.29,0.656,0.663,0.826,0.0,0.39,0.529,0.44,0.104,0.099,0.413,0.042
1951-1960,0.116,0.775,0.633,0.909,0.39,0.0,0.174,0.544,0.248,0.579,0.24,0.24
1961-1970,0.205,0.897,0.165,0.519,0.529,0.174,0.0,0.217,0.113,0.023,0.972,0.123
1971-1980,0.246,0.483,0.4,0.327,0.44,0.544,0.217,0.0,0.194,0.81,0.369,0.267
1981-1990,0.0,0.216,0.021,0.026,0.104,0.248,0.113,0.194,0.0,0.171,0.074,0.872
1991-2000,0.005,0.101,0.066,0.072,0.099,0.579,0.023,0.81,0.171,0.0,0.055,0.191
2001-2010,0.578,0.792,0.208,0.606,0.413,0.24,0.972,0.369,0.074,0.055,0.0,0.094
2011-2018,0.0,0.218,0.028,0.042,0.042,0.24,0.123,0.267,0.872,0.191,0.094,0.0
