timespan_1,timespan_2,distance,drift_magnitude,p_value
1921-1930,1981-1990,6,6.046738344839747,0.0
1901-1910,1981-1990,8,8.74369970983948,0.001
1901-1910,1971-1980,7,8.063102578972327,0.001
1911-1920,1971-1980,6,8.780090124953652,0.005
1901-1910,1961-1970,6,7.735990850106479,0.006
1921-1930,1971-1980,5,5.025434294205965,0.007
1911-1920,1981-1990,7,9.273011349563248,0.007
1921-1930,1961-1970,4,5.454303899135145,0.007
1921-1930,1931-1940,1,4.604835492548378,0.01
1911-1920,1931-1940,2,8.096257059873889,0.012
1951-1960,1981-1990,3,5.1740805670742285,0.012
1901-1910,1931-1940,3,7.000190814836138,0.014
1911-1920,1921-1930,1,7.9346156996746044,0.014
1901-1910,2001-2010,9,7.113474910754112,0.019
1951-1960,1961-1970,1,5.268718802271052,0.022
1911-1920,1951-1960,4,8.345125331277933,0.024
1921-1930,2011-2018,8,4.966640785086781,0.024
1911-1920,2001-2010,8,8.26092969687303,0.025
1921-1930,2001-2010,7,4.450353317421061,0.026
1911-1920,1961-1970,5,8.10213564278204,0.034
1901-1910,2011-2018,10,7.119181900944088,0.038
