timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1991-2000,9,6.010810492125695,0.0
1901-1910,2011-2018,11,5.144972120367455,0.0
1921-1930,1991-2000,7,5.908748659195155,0.0
1911-1920,1991-2000,8,5.441694460161021,0.0
1941-1950,1991-2000,5,5.568945429860799,0.0
1951-1960,1991-2000,4,5.839884927470954,0.0
1931-1940,1991-2000,6,5.227904668375979,0.0
1901-1910,1971-1980,7,5.86116395605503,0.001
1921-1930,1971-1980,5,5.453586887635176,0.001
1911-1920,1971-1980,6,5.333040057637399,0.002
1931-1940,1971-1980,4,5.44382398759462,0.003
1941-1950,1971-1980,3,5.324970963227942,0.003
1921-1930,2011-2018,9,4.673688671170433,0.004
1901-1910,2001-2010,10,4.481996057437209,0.004
1901-1910,1961-1970,6,4.536259739204401,0.006
1921-1930,1961-1970,4,4.349524725587372,0.007
1951-1960,1971-1980,2,4.916994304739193,0.008
1921-1930,1981-1990,6,3.788336327382668,0.011
1941-1950,2011-2018,7,4.427948982231216,0.011
1921-1930,2001-2010,8,4.038165814977042,0.011
1951-1960,2011-2018,6,4.851895056638305,0.012
1901-1910,1981-1990,8,3.843768106680493,0.015
1941-1950,1981-1990,4,3.64217813880161,0.018
1971-1980,1991-2000,2,5.284031840216624,0.018
1951-1960,1961-1970,1,4.504077559855481,0.02
1941-1950,1961-1970,2,4.025436402499319,0.02
1911-1920,2011-2018,10,4.462466556010081,0.02
1971-1980,2001-2010,3,5.21006207123962,0.02
1951-1960,2001-2010,5,4.384685377254729,0.023
1911-1920,1961-1970,5,4.044940274023193,0.025
1931-1940,2011-2018,8,4.24227285326285,0.033
1911-1920,2001-2010,9,3.735705729171053,0.045
1911-1920,1981-1990,7,3.394529217260039,0.048
