,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.427,0.266,0.449,0.051,0.375,0.006,0.001,0.015,0.0,0.004,0.0
1911-1920,0.427,0.0,0.469,0.258,0.234,0.293,0.025,0.002,0.048,0.0,0.045,0.02
1921-1930,0.266,0.469,0.0,0.34,0.529,0.446,0.007,0.001,0.011,0.0,0.011,0.004
1931-1940,0.449,0.258,0.34,0.0,0.139,0.157,0.07,0.003,0.114,0.0,0.059,0.033
1941-1950,0.051,0.234,0.529,0.139,0.0,0.157,0.02,0.003,0.018,0.0,0.072,0.011
1951-1960,0.375,0.293,0.446,0.157,0.157,0.0,0.02,0.008,0.052,0.0,0.023,0.012
1961-1970,0.006,0.025,0.007,0.07,0.02,0.02,0.0,0.168,0.944,0.303,0.503,0.785
1971-1980,0.001,0.002,0.001,0.003,0.003,0.008,0.168,0.0,0.147,0.018,0.02,0.204
1981-1990,0.015,0.048,0.011,0.114,0.018,0.052,0.944,0.147,0.0,0.098,0.434,0.592
1991-2000,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.018,0.098,0.0,0.097,0.505
2001-2010,0.004,0.045,0.011,0.059,0.072,0.023,0.503,0.02,0.434,0.097,0.0,0.455
2011-2018,0.0,0.02,0.004,0.033,0.011,0.012,0.785,0.204,0.592,0.505,0.455,0.0
