synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10304,tor,1901-1910,1911-1920,0.005020587410932111,0.36824541421049
s10304,tor,1911-1920,1921-1930,0.004091914497969025,0.5279670930037552
s10304,tor,1921-1930,1931-1940,0.0074920873162915005,0.43270657201346885
s10304,tor,1931-1940,1941-1950,0.0040519465858484946,0.3864448084448153
s10304,tor,1941-1950,1951-1960,0.04567853745354942,1.3177898464267985
s10304,tor,1951-1960,1961-1970,0.01991734373335577,0.10737470259402333
s10304,tor,1961-1970,1971-1980,0.010973046057855079,0.13906064393132606
s10304,tor,1971-1980,1981-1990,0.00995591739701627,0.2524924784204905
s10304,tor,1981-1990,1991-2000,0.005196105218174313,0.5718674476255013
s10304,tor,1991-2000,2001-2010,0.012323351496624885,0.1132111482573104
