,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.495,0.355,0.122,0.295,0.245,0.42,0.315,0.356,0.28,0.262,0.22
1911-1920,0.495,0.0,0.904,0.318,0.895,0.865,0.968,0.944,0.979,0.907,0.923,0.911
1921-1930,0.355,0.904,0.0,0.457,0.596,0.575,0.844,0.737,0.759,0.69,0.66,0.68
1931-1940,0.122,0.318,0.457,0.0,0.122,0.297,0.125,0.182,0.103,0.115,0.122,0.37
1941-1950,0.295,0.895,0.596,0.122,0.0,0.54,0.8,0.792,0.682,0.641,0.638,0.503
1951-1960,0.245,0.865,0.575,0.297,0.54,0.0,0.5,0.618,0.414,0.626,0.54,0.914
1961-1970,0.42,0.968,0.844,0.125,0.8,0.5,0.0,0.862,0.973,0.715,0.731,0.434
1971-1980,0.315,0.944,0.737,0.182,0.792,0.618,0.862,0.0,0.824,0.708,0.568,0.63
1981-1990,0.356,0.979,0.759,0.103,0.682,0.414,0.973,0.824,0.0,0.518,0.45,0.313
1991-2000,0.28,0.907,0.69,0.115,0.641,0.626,0.715,0.708,0.518,0.0,0.894,0.286
2001-2010,0.262,0.923,0.66,0.122,0.638,0.54,0.731,0.568,0.45,0.894,0.0,0.304
2011-2018,0.22,0.911,0.68,0.37,0.503,0.914,0.434,0.63,0.313,0.286,0.304,0.0
