,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.694,0.265,0.014,0.0,0.001,0.001,0.0,0.0,0.009,0.0,0.0
1911-1920,0.694,0.0,0.58,0.288,0.295,0.074,0.153,0.03,0.156,0.505,0.182,0.394
1921-1930,0.265,0.58,0.0,0.077,0.019,0.012,0.04,0.004,0.229,0.197,0.027,0.057
1931-1940,0.014,0.288,0.077,0.0,0.005,0.033,0.175,0.002,0.038,0.035,0.06,0.023
1941-1950,0.0,0.295,0.019,0.005,0.0,0.0,0.022,0.002,0.005,0.002,0.0,0.001
1951-1960,0.001,0.074,0.012,0.033,0.0,0.0,0.149,0.394,0.232,0.08,0.266,0.4
1961-1970,0.001,0.153,0.04,0.175,0.022,0.149,0.0,0.101,0.324,0.032,0.063,0.092
1971-1980,0.0,0.03,0.004,0.002,0.002,0.394,0.101,0.0,0.047,0.002,0.006,0.019
1981-1990,0.0,0.156,0.229,0.038,0.005,0.232,0.324,0.047,0.0,0.238,0.129,0.348
1991-2000,0.009,0.505,0.197,0.035,0.002,0.08,0.032,0.002,0.238,0.0,0.106,0.525
2001-2010,0.0,0.182,0.027,0.06,0.0,0.266,0.063,0.006,0.129,0.106,0.0,0.711
2011-2018,0.0,0.394,0.057,0.023,0.001,0.4,0.092,0.019,0.348,0.525,0.711,0.0
