synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s50968,virus,1901-1910,1911-1920,0.00885446622533893,0.6166796770118135
s50968,virus,1911-1920,1921-1930,0.004307447804378587,0.14697743635326674
s50968,virus,1921-1930,1931-1940,0.009000677650479365,0.14011308953052876
s50968,virus,1931-1940,1941-1950,0.012849654934351248,0.576050787161107
s50968,virus,1941-1950,1951-1960,0.03752013547098027,0.3928404227735349
s50968,virus,1951-1960,1961-1970,0.0027317994673933185,0.48011528855738045
s50968,virus,1961-1970,1971-1980,0.002241621132303776,0.46424806662404794
s50968,virus,1971-1980,1981-1990,0.006495419511020722,0.2399313085895835
s50968,virus,1981-1990,1991-2000,0.005361905328806304,0.39492218209997015
s50968,virus,1991-2000,2001-2010,0.010738146418951156,0.22768847491793928
