,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.493,0.355,0.231,0.357,0.165,0.336,0.474,0.247,0.299,0.145,0.202
1911-1920,0.493,0.0,0.804,0.74,0.561,0.499,0.549,0.594,0.503,0.569,0.488,0.39
1921-1930,0.355,0.804,0.0,0.756,0.5,0.29,0.398,0.483,0.302,0.492,0.371,0.355
1931-1940,0.231,0.74,0.756,0.0,0.551,0.367,0.477,0.635,0.233,0.338,0.468,0.382
1941-1950,0.357,0.561,0.5,0.551,0.0,0.682,0.27,0.813,0.7,0.282,0.0,0.092
1951-1960,0.165,0.499,0.29,0.367,0.682,0.0,0.283,0.587,0.33,0.387,0.117,0.576
1961-1970,0.336,0.549,0.398,0.477,0.27,0.283,0.0,0.45,0.195,0.22,0.036,0.144
1971-1980,0.474,0.594,0.483,0.635,0.813,0.587,0.45,0.0,0.116,0.337,0.003,0.266
1981-1990,0.247,0.503,0.302,0.233,0.7,0.33,0.195,0.116,0.0,0.08,0.005,0.129
1991-2000,0.299,0.569,0.492,0.338,0.282,0.387,0.22,0.337,0.08,0.0,0.128,0.375
2001-2010,0.145,0.488,0.371,0.468,0.0,0.117,0.036,0.003,0.005,0.128,0.0,0.087
2011-2018,0.202,0.39,0.355,0.382,0.092,0.576,0.144,0.266,0.129,0.375,0.087,0.0
