synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s9544,block,1901-1910,1911-1920,0.11783771522664208,0.19826716387960308
s9544,block,1911-1920,1921-1930,0.04975020107027765,0.2347019744240515
s9544,block,1921-1930,1931-1940,0.109441290844552,0.21905514262836023
s9544,block,1931-1940,1941-1950,0.05578481815013629,0.21990604018066845
s9544,block,1941-1950,1951-1960,0.010791448755952658,0.4901738027287018
s9544,block,1951-1960,1961-1970,0.008684671939608181,0.22277370073391647
s9544,block,1961-1970,1971-1980,0.02216431684847877,0.17592530737871734
s9544,block,1971-1980,1981-1990,0.018444096188897287,0.1219328430211322
s9544,block,1981-1990,1991-2000,0.020760582334342557,0.08921644831857714
s9544,block,1991-2000,2001-2010,0.010559172102731756,0.10625801125929835
