,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.01,0.18,0.411,0.901,0.104,0.141,0.022,0.009,0.003,0.244,0.184
1911-1920,0.01,0.0,0.008,0.055,0.369,0.002,0.002,0.0,0.0,0.0,0.001,0.004
1921-1930,0.18,0.008,0.0,0.227,0.489,0.294,0.144,0.269,0.121,0.111,0.222,0.063
1931-1940,0.411,0.055,0.227,0.0,0.871,0.417,0.476,0.212,0.006,0.001,0.389,0.543
1941-1950,0.901,0.369,0.489,0.871,0.0,0.702,0.488,0.372,0.119,0.055,0.557,0.496
1951-1960,0.104,0.002,0.294,0.417,0.702,0.0,0.247,0.804,0.012,0.001,0.314,0.284
1961-1970,0.141,0.002,0.144,0.476,0.488,0.247,0.0,0.199,0.0,0.001,0.083,0.051
1971-1980,0.022,0.0,0.269,0.212,0.372,0.804,0.199,0.0,0.021,0.009,0.302,0.219
1981-1990,0.009,0.0,0.121,0.006,0.119,0.012,0.0,0.021,0.0,0.138,0.008,0.003
1991-2000,0.003,0.0,0.111,0.001,0.055,0.001,0.001,0.009,0.138,0.0,0.018,0.0
2001-2010,0.244,0.001,0.222,0.389,0.557,0.314,0.083,0.302,0.008,0.018,0.0,0.264
2011-2018,0.184,0.004,0.063,0.543,0.496,0.284,0.051,0.219,0.003,0.0,0.264,0.0
