synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s51065,richtung,1911-1920,1931-1940,0.09649452570888951,0.22211180375270959
s51065,richtung,1931-1940,1941-1950,0.12568864557666445,1.9164942886722824
