,1911-1920,1931-1940,1941-1950,1971-1980
1911-1920,0.0,11.042811846076942,7.272288384284401,15.502883121183547
1931-1940,11.042811846076942,0.0,7.192447431285191,10.014370518710885
1941-1950,7.272288384284401,7.192447431285191,0.0,13.050498702822718
1971-1980,15.502883121183547,10.014370518710885,13.050498702822718,0.0
