,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.392,0.107,0.357,0.245,0.227,0.433,0.479,0.226,0.256,0.382,0.309
1911-1920,0.392,0.0,0.012,0.722,0.137,0.44,0.417,0.79,0.127,0.203,0.622,0.86
1921-1930,0.107,0.012,0.0,0.141,0.088,0.203,0.182,0.113,0.48,0.586,0.085,0.014
1931-1940,0.357,0.722,0.141,0.0,0.082,0.405,0.14,0.389,0.2,0.207,0.658,0.459
1941-1950,0.245,0.137,0.088,0.082,0.0,0.291,0.536,0.397,0.494,0.1,0.103,0.1
1951-1960,0.227,0.44,0.203,0.405,0.291,0.0,0.307,0.726,0.197,0.078,0.345,0.486
1961-1970,0.433,0.417,0.182,0.14,0.536,0.307,0.0,0.876,0.418,0.181,0.268,0.501
1971-1980,0.479,0.79,0.113,0.389,0.397,0.726,0.876,0.0,0.439,0.094,0.392,0.564
1981-1990,0.226,0.127,0.48,0.2,0.494,0.197,0.418,0.439,0.0,0.617,0.158,0.084
1991-2000,0.256,0.203,0.586,0.207,0.1,0.078,0.181,0.094,0.617,0.0,0.171,0.041
2001-2010,0.382,0.622,0.085,0.658,0.103,0.345,0.268,0.392,0.158,0.171,0.0,0.719
2011-2018,0.309,0.86,0.014,0.459,0.1,0.486,0.501,0.564,0.084,0.041,0.719,0.0
