,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.388,0.748,0.078,0.897,0.538,0.542,0.403,0.582,0.828,0.622,0.896
1911-1920,0.388,0.0,0.677,0.161,0.448,0.174,0.419,0.726,0.802,0.991,0.352,0.921
1921-1930,0.748,0.677,0.0,0.463,0.513,0.236,0.633,0.462,0.482,0.622,0.342,0.927
1931-1940,0.078,0.161,0.463,0.0,0.259,0.048,0.335,0.732,0.238,0.646,0.303,0.849
1941-1950,0.897,0.448,0.513,0.259,0.0,0.614,0.851,0.368,0.712,0.605,0.21,0.712
1951-1960,0.538,0.174,0.236,0.048,0.614,0.0,0.394,0.617,0.274,0.703,0.842,0.842
1961-1970,0.542,0.419,0.633,0.335,0.851,0.394,0.0,0.687,0.919,0.871,0.613,0.781
1971-1980,0.403,0.726,0.462,0.732,0.368,0.617,0.687,0.0,0.492,0.85,0.508,0.944
1981-1990,0.582,0.802,0.482,0.238,0.712,0.274,0.919,0.492,0.0,0.974,0.389,0.916
1991-2000,0.828,0.991,0.622,0.646,0.605,0.703,0.871,0.85,0.974,0.0,0.614,0.952
2001-2010,0.622,0.352,0.342,0.303,0.21,0.842,0.613,0.508,0.389,0.614,0.0,0.719
2011-2018,0.896,0.921,0.927,0.849,0.712,0.842,0.781,0.944,0.916,0.952,0.719,0.0
