synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s24528,universität,1901-1910,1911-1920,0.004563513939511694,0.13100204950938094
s24528,universität,1911-1920,1921-1930,0.008362790924318934,0.18689169902146435
s24528,universität,1921-1930,1931-1940,0.01053233984863049,0.5982943879416708
s24528,universität,1931-1940,1941-1950,0.021436270258280366,0.1822081040450432
s24528,universität,1941-1950,1951-1960,0.00673741050147522,0.3963008987330613
s24528,universität,1951-1960,1961-1970,0.004431143779373124,0.22986932284089978
s24528,universität,1961-1970,1971-1980,0.01570548602642073,1.5184096868458077
s24528,universität,1971-1980,1981-1990,0.013338660640211279,0.6169946005888295
s24528,universität,1981-1990,1991-2000,0.03206112158970427,0.28227625459473277
s24528,universität,1991-2000,2001-2010,0.009107301730781,0.5694810214820613
