timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,1971-1980,6,3.4243138795653456,0.0
1911-1920,1961-1970,5,3.839830266758931,0.0
1911-1920,1951-1960,4,3.4428498838981247,0.0
1911-1920,1941-1950,3,3.179669791822252,0.0
1911-1920,2011-2018,10,4.077458751152267,0.0
1911-1920,2001-2010,9,3.685223915327043,0.0
1911-1920,1991-2000,8,3.4891048855209323,0.0
1911-1920,1981-1990,7,4.238653731450143,0.0
1921-1930,1981-1990,6,3.753392371631955,0.0
1931-1940,2001-2010,7,3.301684341082568,0.0
1931-1940,1981-1990,5,4.256555614366138,0.0
1931-1940,1991-2000,6,3.100457130405682,0.0
1931-1940,1971-1980,4,3.129903177248989,0.0
1931-1940,1961-1970,3,3.1703284630902044,0.0
1931-1940,1951-1960,2,2.9536339478389513,0.0
1921-1930,2011-2018,9,3.4804738957700363,0.0
1961-1970,2011-2018,5,2.9710589072074733,0.0
1941-1950,1981-1990,4,3.3934050675148564,0.0
1941-1950,2011-2018,7,2.994343506337277,0.0
1961-1970,1981-1990,2,3.4879904359447784,0.0
1931-1940,2011-2018,8,4.0954235435964,0.0
1981-1990,2001-2010,2,2.686143777401982,0.0
1901-1910,2011-2018,11,3.1171230874560347,0.001
1951-1960,2011-2018,6,2.577913335002945,0.001
1951-1960,1981-1990,3,2.9457331950042094,0.001
1901-1910,1981-1990,8,3.174367099389172,0.001
1981-1990,1991-2000,1,2.9950861512632088,0.002
1921-1930,1991-2000,7,2.68320048440536,0.002
1931-1940,1941-1950,1,2.5951664727752615,0.006
1971-1980,1981-1990,1,2.4815651691663807,0.006
1901-1910,1911-1920,1,2.6891474805908593,0.006
1921-1930,1961-1970,4,2.545596074381627,0.006
1911-1920,1921-1930,1,2.5220568244634802,0.008
1921-1930,2001-2010,8,2.512789796157925,0.008
1971-1980,2011-2018,4,2.244842681868162,0.008
1981-1990,2011-2018,3,2.4078428984309457,0.009
2001-2010,2011-2018,1,2.1049212815316483,0.01
1961-1970,2001-2010,4,2.0744028817236506,0.017
