synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s74827,kasse,1901-1910,1911-1920,0.009038219495775586,0.3643251723372278
s74827,kasse,1911-1920,1921-1930,0.014176861824651596,0.16390411925520731
s74827,kasse,1921-1930,1931-1940,0.022921146443512848,0.3720825711591625
s74827,kasse,1931-1940,1941-1950,0.07643765110402236,1.3559790638734908
s74827,kasse,1941-1950,1951-1960,0.0906383222700083,0.8159491388249065
s74827,kasse,1951-1960,1961-1970,0.05703659169928732,0.20167381131098294
s74827,kasse,1961-1970,1971-1980,0.07119583170373263,0.15741869933666613
s74827,kasse,1971-1980,1981-1990,0.006687748767864483,0.20996459823477714
s74827,kasse,1981-1990,1991-2000,0.011520733792847874,0.25348770108317814
s74827,kasse,1991-2000,2001-2010,0.017730599988253205,0.5630679946888987
