,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.372,0.11,0.268,0.022,0.095,0.034,0.082,0.003,0.001,0.0,0.062
1911-1920,0.372,0.0,0.009,0.022,0.004,0.016,0.021,0.036,0.0,0.001,0.002,0.038
1921-1930,0.11,0.009,0.0,0.737,0.0,0.213,0.061,0.012,0.002,0.014,0.005,0.008
1931-1940,0.268,0.022,0.737,0.0,0.032,0.22,0.066,0.028,0.002,0.049,0.031,0.034
1941-1950,0.022,0.004,0.0,0.032,0.0,0.214,0.528,0.664,0.133,0.009,0.013,0.192
1951-1960,0.095,0.016,0.213,0.22,0.214,0.0,0.071,0.009,0.069,0.26,0.072,0.016
1961-1970,0.034,0.021,0.061,0.066,0.528,0.071,0.0,0.357,0.342,0.301,0.013,0.308
1971-1980,0.082,0.036,0.012,0.028,0.664,0.009,0.357,0.0,0.243,0.011,0.003,0.921
1981-1990,0.003,0.0,0.002,0.002,0.133,0.069,0.342,0.243,0.0,0.229,0.034,0.292
1991-2000,0.001,0.001,0.014,0.049,0.009,0.26,0.301,0.011,0.229,0.0,0.358,0.377
2001-2010,0.0,0.002,0.005,0.031,0.013,0.072,0.013,0.003,0.034,0.358,0.0,0.237
2011-2018,0.062,0.038,0.008,0.034,0.192,0.016,0.308,0.921,0.292,0.377,0.237,0.0
