timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,2001-2010,10,8.206878834646828,0.0
1911-1920,1981-1990,7,7.15494517632137,0.0
1921-1930,1941-1950,2,5.553282539311358,0.0
1901-1910,1991-2000,9,6.77028749697162,0.001
1911-1920,1991-2000,8,6.601562226433236,0.001
1911-1920,2001-2010,9,7.906780024234226,0.002
1931-1940,1981-1990,5,7.555812929267435,0.002
1921-1930,1981-1990,6,7.6696687422888825,0.002
1901-1910,1981-1990,8,7.36760969138967,0.003
1971-1980,2001-2010,3,8.544809724295476,0.003
1911-1920,1941-1950,3,5.168898932934026,0.004
1921-1930,2001-2010,8,8.243469197721932,0.005
1921-1930,2011-2018,9,7.717870137972591,0.008
1911-1920,1921-1930,1,5.300538645207197,0.009
1941-1950,1991-2000,5,6.227725412056156,0.009
1951-1960,1971-1980,2,9.703216945196784,0.009
1971-1980,1991-2000,2,7.246257689448319,0.011
1921-1930,1971-1980,5,6.973044188718252,0.012
1961-1970,2001-2010,4,11.828320453977884,0.013
1941-1950,2001-2010,6,7.552241910412215,0.013
1921-1930,1991-2000,7,6.575936466146109,0.014
1951-1960,2011-2018,6,10.088302088674276,0.016
1911-1920,1951-1960,4,8.813717274156618,0.016
1911-1920,1961-1970,5,10.576193786502351,0.021
1901-1910,1941-1950,4,5.510449528519187,0.022
1911-1920,1931-1940,2,5.452868464569743,0.022
1931-1940,1971-1980,4,6.954954026555887,0.028
1931-1940,2001-2010,7,7.943854141947107,0.031
1931-1940,1941-1950,1,5.398192151056477,0.032
1981-1990,2001-2010,2,8.408875665187537,0.034
1931-1940,2011-2018,8,7.5213562710174715,0.034
1901-1910,1961-1970,6,10.509526645817552,0.034
1911-1920,1971-1980,6,6.2008838211140125,0.036
1911-1920,2011-2018,10,6.816991828346097,0.038
1931-1940,1991-2000,6,6.471837958940114,0.049
