,1901-1910,1951-1960,1991-2000,2001-2010
1901-1910,0.0,682.2246803569624,628.2474458421083,601.9662180219785
1951-1960,682.2246803569624,0.0,439.7230441150496,478.3167722705169
1991-2000,628.2474458421083,439.7230441150496,0.0,369.8283112771358
2001-2010,601.9662180219785,478.3167722705169,369.8283112771358,0.0
