1951-1960,1991-2000,2001-2010
-12.592890501022339,11.716241943339506,1.9431075826287267
-18.70899721980095,10.573052573328216,-3.4306496263792114
-8.422611713409424,8.648414919773737,2.8441502948602038
-3.6011006832122803,1.702586829662323,4.732756773630778
8.825542986392975,-5.912103424469629,-7.887089441219965
-0.442273885011673,3.083381543556849,6.674421350161236
1.923539161682129,9.976832826932272,-2.169505556424459
0.19303297996520996,8.870690358181795,-4.971649897595246
-8.634426355361938,3.9951392610867815,0.11350144942601537
10.710500195622444,0.7125475058952968,-1.1709800163904827
-6.404206424951553,-6.705650129665931,10.241811423252026
7.4023889154195786,-0.6351830214262009,-2.078901320695877
12.455528855323792,-2.881396333376567,3.0751820405324297
-8.6336669921875,-10.1802774493893,5.0404266739885015
9.577924996614456,4.951801886161169,-0.9895949289202692
-1.9832377433776855,11.022110601266224,-7.263737114767233
-0.17484450340270996,-4.19926318526268,-0.22189674774805704
-3.151101529598236,2.2049795190493264,5.067973454793295
3.8619954586029053,5.174609015385309,-0.925322393576304
-0.06012531369924545,1.4654619619250298,9.66860247651736
-12.486516237258911,12.53018014629682,3.2897728209694224
-4.854864835739136,-3.099695086479187,-4.383619646231333
8.742284029722214,-5.054659967621168,7.67541674276193
9.759172201156616,-12.156414493918419,2.6247569968303046
-5.4818243980407715,1.998880555232366,0.9791264037291209
2.576230764389038,7.348562476535638,-6.742820518712203
-4.022898197174072,-8.73663338025411,0.4343790610631307
-6.568072646856308,-5.841472019751866,5.575234214464823
-1.0634002685546875,5.965063095092773,2.037152091662089
-7.8515709191560745,-5.375331645210585,3.0390596985816956
13.386616945266724,6.820092797279358,-0.6323193969825904
2.7552921772003174,-0.15964803099632263,1.1102053324381511
0.00796055793762207,-9.750883241494497,-1.6765156388282774
-16.474085971713066,2.0901789118846255,1.6178938746452332
7.171268820762634,-1.4840092460314431,-1.8901568651199345
-3.4334238171577454,10.048251887162527,-3.1498372356096906
14.111916899681091,-1.7139346897602081,-1.1538039272030194
1.2784211039543152,7.030840456485748,-2.0605548818906145
1.2021310925483704,3.7137630780537925,-3.742025872071584
-0.7605335712432861,-10.211233735084534,-0.08872453371683753
-1.8820861130952835,-3.7208826541900635,6.000399832924207
-9.1039217710495,-2.6464494466781616,6.425890922546387
-5.3114045560359955,6.3627134958903,-5.019348740577698
8.003683745861053,-0.7939793666203818,-4.6972615619500475
2.81371808052063,-2.5975403388341265,-3.5690895318984985
-1.0516139268875122,4.82686401406924,4.492868155241012
1.7334709167480469,-2.2469277580579123,2.8311449984709425
-0.6687970161437988,5.187329947948456,4.080256588757038
-6.730995714664459,0.1543186468382678,6.18658243616422
-0.8025728464126587,-10.348587339123089,6.8765243242184315
1.2633605599403381,4.542182778318724,-3.91319643954436
3.063241720199585,0.30258357524871826,-0.4599478642145791
0.35091838240623474,1.9851502080758414,-5.837825539211432
14.345861911773682,-3.677338480949402,-2.3036595384279885
-1.9746403694152832,-6.893060803413391,-5.168325583140055
-8.34660816192627,7.20082746942838,1.9850905140240989
-5.460303902626038,1.64419886469841,4.269247849782308
9.755611896514893,-3.886232713858287,-2.2420246402422586
29.402957677841187,-11.945040067036947,-1.0059320131937657
8.976910471916199,-5.2331275542577105,-7.223069747289022
-5.598897755146027,-5.125666439533234,6.9465852081775665
6.0372753739356995,6.359794606765111,-10.40694323182106
-8.006095945835114,-7.982900242010753,7.029831488927206
14.18796968460083,-8.676808615525564,0.20988259712855006
0.2753358483314514,0.4237477332353592,-0.5420205791791282
3.696907803416252,5.208037729064624,0.3747345140824714
-8.467660665512085,3.7742355863253274,1.4445876578489938
7.465228796005249,-11.375492135683695,1.378029783566793
8.642509818077087,-4.621733585993449,-4.059714923302333
-15.069884300231934,13.07531506816546,-3.516085813442866
11.157207548618317,-4.508182446161906,5.928356568018596
-3.394000768661499,0.551992694536845,2.1787686745325723
28.487036004662514,-9.481701682011286,-0.7529681771993642
-10.665002822875977,0.4192628860473633,7.951447506745656
-10.105823516845703,16.253724455833435,-9.776561498641968
5.081186771392822,-2.2894762357076006,-2.5308198928833012
-9.927345156669617,-15.006967226664226,5.659064571062724
14.519797682762146,1.682407741745313,-2.793630128105481
-2.631498321890831,-5.932977393269539,6.108922620614369
-13.138335466384888,-2.1944379409154253,-5.0305060148239145
0.804255485534668,2.7454160054524737,10.553123394648235
3.779557228088379,11.38967177271843,-0.11343272527058923
-2.3974422365427017,4.165250634153685,-4.357783734798431
1.5075496435165405,-2.591676910718282,0.4080874919891358
8.920330196619034,-15.266882454666,5.436580740225812
-2.129082679748535,-14.27904404203097,0.13270899653434753
6.273465394973755,5.297058383623759,-2.0793536106745405
-21.31956672668457,14.973928590615591,-5.5172976454099025
1.3788884282112122,-10.416041264931362,4.171382337808609
