,1901-1910,1911-1920,1921-1930,1931-1940,1971-1980,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.454,0.832,0.509,0.384,0.806,0.854,0.182
1911-1920,0.454,0.0,0.792,0.106,0.532,0.845,0.781,0.008
1921-1930,0.832,0.792,0.0,1.0,1.0,1.0,1.0,0.273
1931-1940,0.509,0.106,1.0,0.0,0.337,1.0,0.656,0.266
1971-1980,0.384,0.532,1.0,0.337,0.0,1.0,1.0,0.233
1991-2000,0.806,0.845,1.0,1.0,1.0,0.0,1.0,0.245
2001-2010,0.854,0.781,1.0,0.656,1.0,1.0,0.0,0.479
2011-2018,0.182,0.008,0.273,0.266,0.233,0.245,0.479,0.0
