,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.357,0.701,0.576,0.312,0.861,0.48,0.612,0.33,0.81,0.451,0.841
1911-1920,0.357,0.0,0.069,0.805,0.003,0.692,0.31,0.018,0.534,0.143,0.197,0.114
1921-1930,0.701,0.069,0.0,0.239,0.625,0.506,0.297,0.692,0.076,0.85,0.375,0.65
1931-1940,0.576,0.805,0.239,0.0,0.013,0.976,0.962,0.065,0.787,0.286,0.717,0.201
1941-1950,0.312,0.003,0.625,0.013,0.0,0.07,0.028,0.722,0.012,0.132,0.027,0.225
1951-1960,0.861,0.692,0.506,0.976,0.07,0.0,0.992,0.205,0.799,0.466,0.698,0.515
1961-1970,0.48,0.31,0.297,0.962,0.028,0.992,0.0,0.107,0.54,0.425,0.829,0.29
1971-1980,0.612,0.018,0.692,0.065,0.722,0.205,0.107,0.0,0.052,0.192,0.066,0.525
1981-1990,0.33,0.534,0.076,0.787,0.012,0.799,0.54,0.052,0.0,0.096,0.354,0.216
1991-2000,0.81,0.143,0.85,0.286,0.132,0.466,0.425,0.192,0.096,0.0,0.601,0.379
2001-2010,0.451,0.197,0.375,0.717,0.027,0.698,0.829,0.066,0.354,0.601,0.0,0.268
2011-2018,0.841,0.114,0.65,0.201,0.225,0.515,0.29,0.525,0.216,0.379,0.268,0.0
