timespan_1,timespan_2,distance,drift_magnitude,p_value
1941-1950,1961-1970,2,7.187051278402084,0.0
1961-1970,2001-2010,3,8.264349214765213,0.0
1961-1970,1991-2000,2,6.847434039926497,0.001
1961-1970,2011-2018,4,8.523605485788877,0.001
1931-1940,1951-1960,2,10.789428562282415,0.003
2001-2010,2011-2018,1,9.184775519074051,0.007
1951-1960,2001-2010,4,7.308491271531931,0.008
1951-1960,1991-2000,3,5.9934705993845405,0.008
1941-1950,2001-2010,5,7.776913507964823,0.011
1971-1980,2001-2010,2,7.094804314343605,0.014
1931-1940,1961-1970,3,10.625600029628588,0.017
1941-1950,1971-1980,3,5.924664295308743,0.018
1941-1950,1951-1960,1,5.889328692065925,0.023
1931-1940,1971-1980,4,10.251373149619232,0.025
1931-1940,2011-2018,7,12.149133583853107,0.025
1971-1980,2011-2018,3,7.723964386042125,0.028
1951-1960,2011-2018,5,7.738204823027986,0.034
1921-1930,1951-1960,3,19.407203529667676,0.037
1941-1950,2011-2018,6,8.162388568427547,0.037
1931-1940,2001-2010,6,10.662752068847437,0.038
