event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1941-1950,1951-1960,5.889328692065925,0.023,3,"1951-1960,1961-1970,1971-1980",consecutive
1,2001-2010,2011-2018,9.184775519074051,0.007,1,2011-2018,consecutive
2,1951-1960,1991-2000,5.9934705993845405,0.008,3,"1961-1970,1971-1980,1991-2000",sudden_shift
3,1951-1960,2001-2010,7.308491271531931,0.008,4,"1961-1970,1971-1980,1991-2000,2001-2010",sudden_shift
4,1961-1970,1991-2000,6.847434039926497,0.001,2,"1971-1980,1991-2000",sudden_shift
5,1961-1970,2001-2010,8.264349214765213,0.0,3,"1971-1980,1991-2000,2001-2010",sudden_shift
6,1971-1980,2001-2010,7.094804314343605,0.014,2,"1991-2000,2001-2010",sudden_shift
