,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1991-2000,2001-2010,2011-2018
1921-1930,0.0,0.19,0.094,0.037,0.089,0.104,0.104,0.184,0.119
1931-1940,0.19,0.0,0.071,0.003,0.017,0.025,0.122,0.038,0.025
1941-1950,0.094,0.071,0.0,0.023,0.0,0.018,0.103,0.011,0.037
1951-1960,0.037,0.003,0.023,0.0,0.062,0.28,0.008,0.008,0.034
1961-1970,0.089,0.017,0.0,0.062,0.0,0.236,0.001,0.0,0.001
1971-1980,0.104,0.025,0.018,0.28,0.236,0.0,0.069,0.014,0.028
1991-2000,0.104,0.122,0.103,0.008,0.001,0.069,0.0,0.205,0.176
2001-2010,0.184,0.038,0.011,0.008,0.0,0.014,0.205,0.0,0.007
2011-2018,0.119,0.025,0.037,0.034,0.001,0.028,0.176,0.007,0.0
