,1901-1910,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990
1901-1910,0.0,0.788,1.0,1.0,1.0,0.319,1.0
1931-1940,0.788,0.0,0.352,0.413,1.0,0.581,0.774
1941-1950,1.0,0.352,0.0,0.66,1.0,0.585,0.796
1951-1960,1.0,0.413,0.66,0.0,1.0,0.357,1.0
1961-1970,1.0,1.0,1.0,1.0,0.0,0.653,1.0
1971-1980,0.319,0.581,0.585,0.357,0.653,0.0,1.0
1981-1990,1.0,0.774,0.796,1.0,1.0,1.0,0.0
