,1901-1910,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990
1901-1910,0.0,10.194686493868621,10.950626606238382,12.308121118122793,17.224506201685596,15.122418700630439,14.697454461397424
1931-1940,10.194686493868621,0.0,3.6544721404201996,6.862908123381391,10.966949168389933,8.030347495297825,7.459237730503664
1941-1950,10.950626606238382,3.6544721404201996,0.0,7.12135829661962,9.773331877788928,7.617847039640514,6.574720450776618
1951-1960,12.308121118122793,6.862908123381391,7.12135829661962,0.0,12.482114277814254,9.020004541044122,10.093151590418858
1961-1970,17.224506201685596,10.966949168389933,9.773331877788928,12.482114277814254,0.0,8.732754312652759,9.020880602073255
1971-1980,15.122418700630439,8.030347495297825,7.617847039640514,9.020004541044122,8.732754312652759,0.0,8.339640609446516
1981-1990,14.697454461397424,7.459237730503664,6.574720450776618,10.093151590418858,9.020880602073255,8.339640609446516,0.0
