,1901-1910,1951-1960,1991-2000,2001-2010
1901-1910,0.0,20.970273364516522,17.904279924586007,18.328920107984565
1951-1960,20.970273364516522,0.0,14.365465610814807,13.322754343223888
1991-2000,17.904279924586007,14.365465610814807,0.0,9.474922094759984
2001-2010,18.328920107984565,13.322754343223888,9.474922094759984,0.0
