synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s26149,fuß,1901-1910,1911-1920,0.02650504547054061,0.1878651392473382
s26149,fuß,1911-1920,1921-1930,0.004985058850262745,0.3275625720659746
s26149,fuß,1921-1930,1931-1940,0.005299398758799918,0.33258251363182695
s26149,fuß,1931-1940,1941-1950,0.018585707740315763,0.5552926651805183
s26149,fuß,1941-1950,1951-1960,0.008657859646278172,0.2967517244568085
s26149,fuß,1951-1960,1961-1970,0.006122366787861973,0.3537471348632681
s26149,fuß,1961-1970,1971-1980,0.007147807140647418,0.2192583477878441
s26149,fuß,1971-1980,1981-1990,0.006119117722953039,0.4476915227712059
s26149,fuß,1981-1990,1991-2000,0.01630206971212063,0.31285943540352695
s26149,fuß,1991-2000,2001-2010,0.005396541688237272,0.28286845103379527
